2단계,3단계,격자 X,격자 Y,위도(초/100),경도(초/100)
창원시의창구,,90,77,35.2540033,128.6401544
창원시의창구,동읍,91,78,35.284725,128.682513
창원시의창구,북면,89,79,35.3477816,128.6070384
창원시의창구,대산면,91,79,35.332427,128.7077811
창원시의창구,의창동,90,77,35.2621267,128.6229495
창원시의창구,팔룡동,90,77,35.2578111,128.6123236
창원시의창구,명곡동,90,77,35.2535471,128.6402341
창원시의창구,봉림동,91,77,35.2519644,128.6673448
창원시성산구,,91,76,35.1983844,128.7029401
창원시성산구,반송동,91,77,35.2359429,128.6695125
창원시성산구,용지동,91,77,35.2362277,128.6841286
창원시성산구,중앙동,91,77,35.2210983,128.673695
창원시성산구,상남동,91,76,35.216268,128.687212
창원시성산구,사파동,91,76,35.215843,128.708712
창원시성산구,가음정동,91,76,35.2131393,128.700594
창원시성산구,성주동,91,76,35.1897409,128.6950205
창원시성산구,웅남동,90,76,35.2053096,128.6271625
창원시마산합포구,,89,76,35.196874,128.567863
창원시마산합포구,구산면,89,74,35.119699,128.580887
창원시마산합포구,진동면,88,74,35.115182,128.488325
창원시마산합포구,진북면,87,74,35.115474,128.467412
창원시마산합포구,진전면,86,74,35.10289,128.418987
창원시마산합포구,현동,89,75,35.1388574,128.5770118
창원시마산합포구,가포동,89,75,35.169568,128.57205
창원시마산합포구,월영동,89,76,35.1793142,128.5577505
창원시마산합포구,문화동,89,76,35.184685,128.558175
창원시마산합포구,중앙동,89,76,35.1940929,128.5641375
창원시마산합포구,완월동,89,76,35.199526,128.564137
창원시마산합포구,자산동,89,76,35.2055381,128.5654462
창원시마산합포구,교방동,89,76,35.214335,128.566238
창원시마산합포구,오동동,89,76,35.208768,128.5786
창원시마산합포구,합포동,89,76,35.2109247,128.5791278
창원시마산합포구,산호동,89,76,35.2160999,128.5859895
창원시마산회원구,,89,76,35.220932,128.579706
창원시마산회원구,내서읍,88,77,35.24681,128.507625
창원시마산회원구,회원1동,89,76,35.2182626,128.5742472
창원시마산회원구,회원2동,89,76,35.218901,128.569238
창원시마산회원구,석전동,89,77,35.230185,128.57335
창원시마산회원구,회성동,89,77,35.233076,128.561637
창원시마산회원구,양덕1동,89,77,35.23231,128.586212
창원시마산회원구,양덕2동,89,77,35.229201,128.583925
창원시마산회원구,합성1동,89,77,35.2422167,128.5839889
창원시마산회원구,합성2동,89,77,35.2410453,128.586195
창원시마산회원구,구암1동,89,77,35.2493833,128.593525
창원시마산회원구,구암2동,89,77,35.24901,128.598388
창원시마산회원구,봉암동,89,76,35.2175954,128.6024625
창원시진해구,,91,75,35.13306,128.710081
창원시진해구,충무동,91,75,35.15054,128.660338
창원시진해구,여좌동,91,75,35.1585489,128.6603153
창원시진해구,태백동,91,75,35.1538996,128.6773763
창원시진해구,경화동,91,75,35.154357,128.686838
창원시진해구,병암동,91,75,35.154983,128.6895627
창원시진해구,석동,91,75,35.1586454,128.7000326
창원시진해구,이동,91,75,35.1493421,128.6999119
창원시진해구,자은동,91,75,35.1470924,128.7054364
창원시진해구,덕산동,91,75,35.1433466,128.7037445
창원시진해구,풍호동,91,75,35.137599,128.707313
창원시진해구,웅천동,92,74,35.111338,128.7496332
창원시진해구,웅동1동,93,75,35.1258956,128.7826923
창원시진해구,웅동2동,93,74,35.1012816,128.814835
진주시,,81,75,35.1770333333333,128.109999999999
진주시,문산읍,82,75,35.1660027777777,128.166511111111
진주시,내동면,80,75,35.1623833333333,128.069622222222
진주시,정촌면,81,74,35.1281305555555,128.104975
진주시,금곡면,82,73,35.0912638888888,128.190022222222
진주시,진성면,83,75,35.1819222222222,128.225544444444
진주시,일반성면,84,75,35.1680305555555,128.279277777777
진주시,이반성면,85,75,35.1661722222222,128.328552777777
진주시,사봉면,84,75,35.1852083333333,128.272711111111
진주시,지수면,83,76,35.2318944444444,128.271844444444
진주시,대곡면,82,77,35.2612194444444,128.171575
진주시,금산면,81,76,35.2109333333333,128.150111111111
진주시,집현면,80,76,35.23595,128.088586111111
진주시,미천면,81,78,35.2961388888888,128.117577777777
진주시,명석면,79,76,35.2165111111111,128.042541666666
진주시,대평면,78,76,35.2296111111111,127.963022222222
진주시,수곡면,77,75,35.1955861111111,127.934288888888
진주시,천전동,80,75,35.180709,128.084786
진주시,성북동,80,76,35.195742,128.078257
진주시,중앙동,80,75,35.1889638888888,128.088422222222
진주시,상봉동,80,76,35.198564,128.075111
진주시,상대동,81,75,35.180217,128.111758
진주시,하대동,81,75,35.1861777777777,128.129575
진주시,상평동,81,75,35.1730861111111,128.111222222222
진주시,초장동,81,76,35.1984472222222,128.117177777777
진주시,평거동,79,75,35.16379,128.04002
진주시,신안동,80,75,35.1814722222222,128.0712
진주시,이현동,80,75,35.1896916666666,128.063952777777
진주시,판문동,80,75,35.1650472222222,128.054466666666
진주시,가호동,81,75,35.1569444444444,128.108822222222
진주시,충무공동,81,75,35.182951,128.135843
통영시,,87,68,34.8512583333333,128.435277777777
통영시,산양읍,86,67,34.8003166666666,128.397908333333
통영시,용남면,87,68,34.86455,128.444588888888
통영시,도산면,85,69,34.9000777777777,128.364155555555
통영시,광도면,86,69,34.8965555555555,128.409208333333
통영시,욕지면,84,63,34.6332083333333,128.265577777777
통영시,한산면,88,66,34.7640111111111,128.5099
통영시,사량면,83,68,34.8423916666666,128.222088888888
통영시,도천동,86,68,34.8339194444444,128.415788888888
통영시,명정동,86,68,34.8394638888888,128.421952777777
통영시,중앙동,87,68,34.8434222222222,128.429197222222
통영시,정량동,87,68,34.8399361111111,128.432433333333
통영시,북신동,87,68,34.8539416666666,128.427686111111
통영시,미수동,86,68,34.82363943,128.4005325
통영시,봉평동,86,68,34.829575,128.416755555555
통영시,무전동,87,68,34.85425,128.434641666666
사천시,,80,71,35.0002833333333,128.066777777777
사천시,사천읍,80,73,35.0796805555555,128.093355555555
사천시,정동면,81,72,35.0530083333333,128.126111111111
사천시,사남면,80,72,35.0494444444444,128.077408333333
사천시,용현면,80,71,35.0103527777777,128.063444444444
사천시,축동면,80,74,35.1040555555555,128.090611111111
사천시,곤양면,78,72,35.0544361111111,127.961819444444
사천시,곤명면,78,74,35.1089194444444,127.943755555555
사천시,서포면,78,71,35.0043194444444,127.979075
사천시,동서동,80,70,34.9254444444444,128.071308333333
사천시,선구동,80,70,34.9265972222222,128.074311111111
사천시,동서금동,80,70,34.9278527777777,128.080855555555
사천시,벌용동,80,70,34.940625,128.081863888888
사천시,향촌동,81,70,34.9306444444444,128.095633333333
사천시,남양동,80,71,34.9664861111111,128.065422222222
김해시,,95,77,35.2255055555555,128.891666666666
김해시,진영읍,92,78,35.3012416666666,128.735555555555
김해시,주촌면,93,77,35.2327083333333,128.832908333333
김해시,진례면,92,77,35.2459555555555,128.749988888888
김해시,한림면,93,79,35.3175055555555,128.804508333333
김해시,생림면,94,79,35.3248833333333,128.851666666666
김해시,상동면,95,78,35.3046444444444,128.932697222222
김해시,대동면,96,77,35.2391972222222,128.982475
김해시,동상동,94,77,35.2337861111111,128.885733333333
김해시,회현동,94,77,35.2284916666666,128.880555555555
김해시,부원동,94,77,35.2256694444444,128.888822222222
김해시,내외동,94,77,35.23195,128.866722222222
김해시,북부동,94,77,35.2592722222222,128.869752777777
김해시,칠산서부동,94,76,35.2197666666666,128.873241666666
김해시,활천동,95,77,35.2258805555555,128.902108333333
김해시,삼안동,95,77,35.2407611111111,128.909641666666
김해시,불암동,95,77,35.2189722222222,128.928986111111
김해시,장유1동,93,76,35.2012527777778,128.812772222222
김해시,장유2동,93,76,35.1970916666667,128.797786111111
김해시,장유3동,93,76,35.1755333333333,128.811325
밀양시,,92,83,35.5007777777777,128.748944444444
밀양시,삼랑진읍,93,80,35.3927277777777,128.84
밀양시,하남읍,91,80,35.3724361111111,128.713288888888
밀양시,부북면,91,83,35.5082222222222,128.732108333333
밀양시,상동면,92,84,35.5497833333333,128.765544444444
밀양시,산외면,93,83,35.4995805555555,128.817097222222
밀양시,산내면,94,84,35.5812166666666,128.883111111111
밀양시,단장면,94,83,35.5121833333333,128.878288888888
밀양시,상남면,92,81,35.4452694444444,128.755841666666
밀양시,초동면,91,81,35.4186083333333,128.675152777777
밀양시,무안면,90,82,35.4676305555555,128.653741666666
밀양시,청도면,90,83,35.5458388888888,128.626697222222
밀양시,내일동,92,82,35.4912805555555,128.756355555555
밀양시,내이동,92,82,35.4939888888888,128.748486111111
밀양시,삼문동,92,82,35.479975,128.755277777777
밀양시,가곡동,92,82,35.4756861111111,128.766777777777
밀양시,교동,92,83,35.5079444444444,128.759386111111
거제시,,90,69,34.8773583333333,128.623355555555
거제시,일운면,92,68,34.8265333333333,128.705333333333
거제시,동부면,90,68,34.8184083333333,128.610375
거제시,남부면,90,66,34.7290416666666,128.612333333333
거제시,거제면,89,68,34.8478833333333,128.592611111111
거제시,둔덕면,88,68,34.8336388888888,128.507311111111
거제시,사등면,88,70,34.9158083333333,128.524475
거제시,연초면,91,70,34.91145,128.658775
거제시,하청면,91,71,34.9522055555555,128.657577777777
거제시,장목면,91,71,34.9835111111111,128.684575
거제시,장승포동,92,69,34.86425,128.7294
거제시,능포동,92,69,34.8761166666666,128.736911111111
거제시,아주동,91,69,34.8629388888888,128.694363888888
거제시,옥포1동,91,69,34.8878611111111,128.694886111111
거제시,옥포2동,91,69,34.8934777777777,128.690555555555
거제시,장평동,90,69,34.8895579,128.6094674
거제시,고현동,90,69,34.882599,128.623325
거제시,상문동,90,69,34.8680902,128.6379441
거제시,수양동,91,69,34.887941,128.6462865
양산시,,97,79,35.3319277777777,129.039411111111
양산시,물금읍,96,78,35.3080388888888,128.990644444444
양산시,동면,98,79,35.3204472222222,129.064141666666
양산시,원동면,95,80,35.3616277777777,128.921066666666
양산시,상북면,97,81,35.4153138888888,129.066666666666
양산시,하북면,98,82,35.4862333333333,129.089222222222
양산시,중앙동,97,79,35.3427361111111,129.043252777777
양산시,양주동,97,79,35.3364654,129.0322113
양산시,삼성동,97,79,35.3497583333333,129.042955555555
양산시,강서동,97,79,35.3420972222222,129.028422222222
양산시,서창동,99,81,35.4132166666666,129.175422222222
양산시,소주동,99,81,35.4165805555555,129.1562
양산시,평산동,99,80,35.3802611111111,129.150955555555
양산시,덕계동,99,80,35.3704222222222,129.152263888888
의령군,,83,78,35.3191194444444,128.263822222222
의령군,의령읍,83,78,35.318,128.262719444444
의령군,가례면,83,78,35.3236472222222,128.247466666666
의령군,칠곡면,82,79,35.3383333333333,128.194777777777
의령군,대의면,81,79,35.3688277777777,128.110455555555
의령군,화정면,82,77,35.2746444444444,128.213011111111
의령군,용덕면,84,79,35.3450833333333,128.292819444444
의령군,정곡면,84,80,35.3775,128.328552777777
의령군,지정면,85,80,35.379475,128.388266666666
의령군,낙서면,85,82,35.481125,128.379433333333
의령군,부림면,84,81,35.4634166666666,128.326777777777
의령군,봉수면,83,82,35.4692277777777,128.268388888888
의령군,궁류면,83,81,35.4443055555555,128.251141666666
의령군,유곡면,84,81,35.4302,128.315841666666
함안군,,86,77,35.2694055555555,128.408708333333
함안군,가야읍,86,77,35.2691499999999,128.410441666666
함안군,칠원읍,88,78,35.3088027777778,128.518563888889
함안군,함안면,86,77,35.2390361111111,128.425922222222
함안군,군북면,85,77,35.2586083333333,128.347230555555
함안군,법수면,85,78,35.3124527777777,128.357597222222
함안군,대산면,86,79,35.3471194444444,128.433708333333
함안군,칠서면,87,79,35.3303611111111,128.500286111111
함안군,칠북면,88,79,35.3435472222222,128.523855555555
함안군,산인면,86,77,35.2762694444444,128.426477777777
함안군,여항면,86,76,35.2071194444444,128.436708333333
창녕군,,87,83,35.5415361111111,128.494533333333
창녕군,창녕읍,87,83,35.5376583333333,128.503355555555
창녕군,남지읍,87,80,35.3860416666666,128.479433333333
창녕군,고암면,88,84,35.5733555555555,128.513186111111
창녕군,성산면,87,85,35.6257166666666,128.496188888888
창녕군,대합면,87,85,35.6105861111111,128.474277777777
창녕군,이방면,85,84,35.5740666666666,128.390030555555
창녕군,유어면,86,82,35.5050527777777,128.413333333333
창녕군,대지면,87,84,35.5525194444444,128.470063888888
창녕군,계성면,88,82,35.4657388888888,128.515244444444
창녕군,영산면,88,81,35.4505861111111,128.530152777777
창녕군,장마면,87,81,35.4551055555555,128.475144444444
창녕군,도천면,88,81,35.4320277777777,128.520252777777
창녕군,길곡면,89,80,35.3840194444444,128.571288888888
창녕군,부곡면,89,81,35.4316888888888,128.605130555555
고성군,,85,71,34.9699,128.324541666666
고성군,고성읍,85,71,34.9711,128.326533333333
고성군,삼산면,84,70,34.9336111111111,128.276052777777
고성군,하일면,82,70,34.9403166666666,128.194641666666
고성군,하이면,81,70,34.9255861111111,128.125077777777
고성군,상리면,82,71,34.9966555555555,128.188566666666
고성군,대가면,84,72,35.0142555555555,128.300555555555
고성군,영현면,82,72,35.0510166666666,128.207677777777
고성군,영오면,83,74,35.1047888888888,128.239852777777
고성군,개천면,83,73,35.0956083333333,128.261077777777
고성군,구만면,85,73,35.0847527777777,128.337097222222
고성군,회화면,85,73,35.0570972222222,128.375522222222
고성군,마암면,85,73,35.0520833333333,128.338911111111
고성군,동해면,86,72,35.0383472222222,128.423199999999
고성군,거류면,86,71,34.9886638888888,128.406466666666
남해군,,77,68,34.8345583333333,127.894466666666
남해군,남해읍,77,68,34.8354166666666,127.895955555555
남해군,이동면,78,67,34.7963111111111,127.9569
남해군,상주면,79,65,34.7205694444444,127.9878
남해군,삼동면,79,67,34.8278944444444,128.003144444444
남해군,미조면,80,65,34.7089888888888,128.049066666666
남해군,남면,77,66,34.7682999999999,127.888930555555
남해군,서면,76,67,34.80695,127.840463888888
남해군,고현면,77,69,34.892575,127.876466666666
남해군,설천면,77,69,34.9217805555555,127.916175
남해군,창선면,79,68,34.8547111111111,128.014319444444
하동군,,74,73,35.0642027777777,127.753430555555
하동군,하동읍,74,73,35.0690194444444,127.747419444444
하동군,화개면,72,75,35.1853083333333,127.627577777777
하동군,악양면,74,75,35.1592944444444,127.711086111111
하동군,적량면,75,73,35.0800777777777,127.779066666666
하동군,횡천면,75,73,35.1066805555555,127.816111111111
하동군,고전면,76,72,35.0190805555555,127.819444444444
하동군,금남면,76,70,34.9474138888888,127.861133333333
하동군,진교면,77,72,35.0274,127.903111111111
하동군,양보면,76,72,35.0442416666666,127.847908333333
하동군,북천면,77,74,35.111575,127.894988888888
하동군,청암면,75,74,35.1529777777777,127.802163888888
하동군,옥종면,77,75,35.1798833333333,127.881697222222
하동군,금성면,75,70,34.9606944444444,127.792374999999
산청군,,76,80,35.4124916666666,127.875619444444
산청군,산청읍,76,80,35.4103472222222,127.879622222222
산청군,차황면,77,81,35.4606527777777,127.929988888888
산청군,오부면,76,81,35.4556777777777,127.864133333333
산청군,생초면,76,82,35.4901083333333,127.835063888888
산청군,금서면,76,80,35.414125,127.865333333333
산청군,삼장면,76,78,35.2951972222222,127.833930555555
산청군,시천면,76,77,35.275275,127.842841666666
산청군,단성면,78,78,35.295825,127.959811111111
산청군,신안면,78,78,35.300925,127.975252777777
산청군,생비량면,79,79,35.3419916666666,128.047263888888
산청군,신등면,79,80,35.3796805555555,128.008977777777
함양군,,74,82,35.5174694444444,127.727419444444
함양군,함양읍,74,82,35.5166194444444,127.728797222222
함양군,마천면,73,80,35.3938944444444,127.665197222222
함양군,휴천면,74,82,35.4776444444444,127.752375
함양군,유림면,75,81,35.4631722222222,127.7945
함양군,수동면,75,82,35.5191333333333,127.789908333333
함양군,지곡면,74,83,35.5631722222222,127.776388888888
함양군,안의면,75,85,35.6256333333333,127.813444444444
함양군,서하면,73,85,35.6446194444444,127.697555555555
함양군,서상면,73,86,35.6803694444444,127.688055555555
함양군,백전면,72,83,35.5486472222222,127.637786111111
함양군,병곡면,73,83,35.5254388888888,127.684288888888
거창군,,77,86,35.683625,127.911655555555
거창군,거창읍,77,86,35.6849444444444,127.906019444444
거창군,주상면,77,87,35.7466416666666,127.915277777777
거창군,웅양면,77,89,35.8023666666666,127.919955555555
거창군,고제면,76,89,35.8118194444444,127.873586111111
거창군,북상면,75,88,35.7743944444444,127.821388888888
거창군,위천면,75,87,35.7465583333333,127.835308333333
거창군,마리면,76,86,35.6981777777777,127.856797222222
거창군,남상면,77,85,35.6401666666666,127.912188888888
거창군,남하면,77,86,35.6646833333333,127.945788888888
거창군,신원면,77,84,35.5647055555555,127.9273
거창군,가조면,79,87,35.7079694444444,128.0169
거창군,가북면,78,88,35.759775,127.995463888888
합천군,,81,84,35.5636166666666,128.167930555555
합천군,합천읍,81,84,35.5628833333333,128.160152777777
합천군,봉산면,79,85,35.6230166666666,128.044052777777
합천군,묘산면,80,86,35.6554305555555,128.115555555555
합천군,가야면,81,88,35.7597,128.141641666666
합천군,야로면,81,87,35.7021833333333,128.169908333333
합천군,율곡면,82,84,35.5693277777777,128.220197222222
합천군,초계면,83,83,35.5569277777777,128.267530555555
합천군,쌍책면,83,84,35.5728305555555,128.284352777777
합천군,덕곡면,85,85,35.6119833333333,128.361466666666
합천군,청덕면,84,84,35.5563249999999,128.323977777777
합천군,적중면,83,83,35.5445444444444,128.280863888888
합천군,대양면,82,83,35.5135722222222,128.176708333333
합천군,쌍백면,81,81,35.4385555555555,128.147644444444
합천군,삼가면,81,80,35.4113277777777,128.123952777777
합천군,가회면,79,81,35.4321277777777,128.035841666666
합천군,대병면,79,83,35.5182333333333,128.016755555555
합천군,용주면,81,83,35.5376694444444,128.115597222222